Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type
15:49:48,2022-10-07,3146144627.0,8352571580.0,9748.29,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
19:22:38,2022-09-29,ACC388021,ACC940875,8033.226831677067,UK pounds,UK pounds,UK,Mexico,Cash Deposit,1.0,Normal_Small_Fan_Out
12:11:55,2022-10-07,423981011.0,5266807955.0,5820.28,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
13:01:50,2022-10-07,6436958188.0,7362490129.0,1248.64,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Small_Fan_Out
15:48:49,2022-10-07,198403508.0,1316458123.0,4570.78,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0.0,Normal_Fan_In
03:17:02,2023-07-01,ACC801715,ACC791758,-29.03538590600874,UK pounds,Mexican Peso,UK,UK,Cheque,1.0,Normal_Small_Fan_Out
11:41:06,2022-10-07,7700588772.0,9105769228.0,6527.78,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
15:40:08,2022-10-07,6030262254.0,8681517024.0,4153.37,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Group
00:37:36,2023-05-02,ACC753851,ACC557912,-2878.1953490012083,UK pounds,UK pounds,UK,Nigeria,Cross-border,1.0,Normal_Small_Fan_Out
08:27:07,2022-04-13,ACC513640,ACC259546,-3950.6977534908992,UK pounds,US dollar,UK,UK,Cash Withdrawal,1.0,Normal_Small_Fan_Out
14:51:33,2022-10-07,5236993473.0,9405594642.0,14759.5,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
18:10:43,2023-07-19,ACC909626,ACC211151,4243.563669615843,UK pounds,UK pounds,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
15:32:34,2022-10-07,9685260844.0,5093996090.0,2834.41,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
10:13:53,2022-12-08,ACC637497,ACC335153,-199.04757109486212,UK pounds,UK pounds,Japan,UK,Cash Withdrawal,1.0,Normal_Small_Fan_Out
14:55:41,2022-10-07,5396748228.0,9105769228.0,24999.47,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
08:48:04,2023-01-30,ACC556605,ACC113200,-1013.4867138395712,UK pounds,UK pounds,Japan,Mexico,Cash Deposit,1.0,Normal_Small_Fan_Out
10:35:20,2022-10-07,287305149.0,4404767002.0,14328.44,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
14:31:49,2022-10-07,3510078932.0,6544532856.0,15791.8,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_Out
15:51:45,2022-10-07,4926331344.0,9683191633.0,90.77,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0.0,Normal_Cash_Withdrawal
23:38:14,2023-06-06,ACC429999,ACC793254,-5827.14386115479,UK pounds,Naira,UK,Mexico,Cash Withdrawal,1.0,Normal_Small_Fan_Out
14:18:13,2022-10-07,503970939.0,1302233145.0,2622.87,UK pounds,UK pounds,UK,UK,Cash Deposit,0.0,Normal_Cash_Deposits
00:40:53,2022-12-21,ACC733574,ACC733871,1185.9284571522412,Yen,UK pounds,UK,USA,Debit card,1.0,Normal_Small_Fan_Out
14:16:49,2022-06-20,ACC114565,ACC276754,7331.640338409658,UK pounds,UK pounds,UK,UK,Credit card,1.0,Normal_Small_Fan_Out
11:42:32,2022-10-07,6908837384.0,3996644993.0,3869.13,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Small_Fan_Out
14:45:41,2023-04-03,ACC485430,ACC384247,7387.714619539895,UK pounds,UK pounds,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
14:23:46,2022-10-07,9534729015.0,6566600689.0,20583.85,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_Out
05:06:40,2023-06-16,ACC584101,ACC711926,10934.70198832936,UK pounds,Naira,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
11:58:33,2022-10-07,3825506456.0,5276855531.0,4415.91,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
10:50:14,2022-10-07,1706196950.0,3695545812.0,4855.67,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
11:42:14,2022-10-07,7669236826.0,1675218057.0,7848.47,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_Out
16:58:30,2023-09-28,ACC799273,ACC218026,-2897.5191516826426,UK pounds,UK pounds,Japan,UK,Debit card,1.0,Normal_Small_Fan_Out
21:47:21,2023-06-18,ACC555902,ACC886784,3576.613651165073,UK pounds,UK pounds,UK,UK,Credit card,1.0,Normal_Small_Fan_Out
15:45:14,2022-10-07,4843293487.0,2620627815.0,773.89,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
00:18:19,2022-06-15,ACC417374,ACC475731,7462.308016693207,UK pounds,Naira,UK,USA,Cash Deposit,1.0,Normal_Small_Fan_Out
11:43:52,2022-10-07,9190069817.0,9909590242.0,2209.31,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Small_Fan_Out
10:51:29,2022-10-07,4587184588.0,6223365730.0,10462.73,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
15:11:09,2022-10-07,9328867809.0,3389714670.0,2900.65,UK pounds,UK pounds,UK,UK,Cash Deposit,0.0,Normal_Cash_Deposits
12:14:13,2022-10-07,4164568754.0,6953672776.0,32233.2,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0.0,Normal_Fan_In
14:43:05,2022-10-07,6814183486.0,9105399010.0,2103.67,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
20:47:12,2022-02-17,ACC859103,ACC161011,-4242.2088053094585,UK pounds,US dollar,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
11:13:46,2022-10-07,3293686547.0,3637796552.0,725.32,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Small_Fan_Out
14:50:06,2022-10-07,7173551491.0,5876756734.0,1555.7,UK pounds,UK pounds,UK,UK,Cash Deposit,0.0,Normal_Cash_Deposits
16:39:53,2022-10-07,5232268182.0,3695545812.0,6787.62,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
16:33:28,2022-10-07,7103036993.0,4120572432.0,1114.71,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
16:09:44,2022-10-07,5550354567.0,6953672776.0,7759.25,Turkish lira,Mexican Peso,Turkey,Mexico,Cross-border,0.0,Normal_Fan_In
15:50:23,2023-06-05,ACC372683,ACC187633,10712.751748615285,UK pounds,UK pounds,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
11:12:12,2022-10-07,1374242794.0,8658528241.0,9141.73,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
10:55:16,2022-10-07,5043306746.0,3263399801.0,257.71,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
16:37:42,2022-10-07,2797271466.0,9599693960.0,9962.65,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_Out
16:26:54,2022-10-07,5216531044.0,4497816445.0,1545.42,UK pounds,Naira,UK,Nigeria,Cross-border,0.0,Normal_Group
14:00:01,2022-10-07,1491989064.0,2482957386.0,26823.5,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_Out
11:12:56,2022-10-07,8197302577.0,8365819134.0,6123.14,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
23:56:39,2023-10-19,ACC397535,ACC737474,-1770.17219624891,UK pounds,UK pounds,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
14:35:12,2022-10-07,4758294964.0,8172080174.0,21043.56,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
12:04:31,2022-10-07,7468481487.0,5071265406.0,22715.59,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
03:50:50,2022-07-05,ACC746413,ACC644118,-978.0826783489492,Yen,UK pounds,UK,Nigeria,Debit card,1.0,Normal_Small_Fan_Out
15:11:55,2022-10-07,1919305107.0,4768796402.0,819.4,UK pounds,UK pounds,UK,UK,Cash Deposit,0.0,Normal_Cash_Deposits
05:03:20,2022-12-17,ACC662285,ACC509620,-2468.0266026590825,Yen,UK pounds,UK,Mexico,Cross-border,1.0,Normal_Small_Fan_Out
14:03:56,2022-10-07,9588577727.0,3220735304.0,8007.9,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
14:24:44,2022-10-07,4584388496.0,621060264.0,6875.38,UK pounds,Yen,UK,UK,Credit card,0.0,Normal_Fan_In
15:41:20,2022-10-07,4910989972.0,7931898028.0,1763.27,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Foward
13:55:01,2022-10-07,9670851538.0,3555966786.0,2249.35,UK pounds,Swiss franc,UK,UK,Debit card,0.0,Normal_Periodical
13:29:21,2022-10-07,1858815801.0,5687522584.0,1439.18,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Small_Fan_Out
15:06:46,2022-10-07,2133070589.0,1377603863.0,14198.88,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
03:50:38,2022-07-27,ACC777341,ACC252152,15195.93058511236,UK pounds,Naira,UK,UK,Credit card,1.0,Normal_Small_Fan_Out
20:33:53,2022-01-06,ACC789988,ACC462686,5877.83300731992,UK pounds,UK pounds,Japan,UK,Cross-border,1.0,Normal_Small_Fan_Out
14:52:06,2022-10-07,3714896029.0,7359127713.0,1973.82,UK pounds,UK pounds,UK,UK,Cash Deposit,0.0,Normal_Cash_Deposits
15:17:23,2022-10-07,334286078.0,8919995513.0,9290.52,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Small_Fan_Out
07:51:02,2022-02-05,ACC702257,ACC566951,-917.514846623345,UK pounds,UK pounds,UK,India,Cross-border,1.0,Normal_Small_Fan_Out
20:36:32,2023-04-01,ACC910815,ACC470780,8634.295212187319,UK pounds,Naira,UK,Nigeria,Debit card,1.0,Normal_Small_Fan_Out
13:26:43,2022-10-07,3760907521.0,9554642525.0,1242.34,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
14:05:55,2022-11-13,ACC919247,ACC634292,-2943.02580987686,UK pounds,Indian rupee,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
14:18:23,2022-10-07,9599009457.0,2048840179.0,5176.89,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_Out
15:03:56,2022-10-07,7620822410.0,2500981835.0,1403.49,Yen,UK pounds,UK,UK,Debit card,0.0,Normal_Small_Fan_Out
14:44:03,2022-10-07,9302668308.0,725546782.0,913.35,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Small_Fan_Out
13:56:27,2022-10-07,8456279067.0,330109509.0,11309.54,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_Out
14:28:52,2022-10-07,8282293498.0,2222928329.0,1216.84,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
13:16:25,2022-04-01,ACC157847,ACC154555,-6265.598905877979,UK pounds,UK pounds,UK,India,Cash Withdrawal,1.0,Normal_Small_Fan_Out
15:46:12,2022-10-07,5753088795.0,7892884492.0,10869.09,UK pounds,US dollar,UK,USA,Cross-border,0.0,Normal_Fan_In
13:36:48,2022-10-07,4009687829.0,8326891432.0,2025.45,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
19:03:52,2022-11-20,ACC961609,ACC805725,2710.761661369083,UK pounds,UK pounds,Japan,UK,Cross-border,1.0,Normal_Small_Fan_Out
11:07:42,2022-10-07,8987848252.0,7140265767.0,5324.7,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_Out
15:58:06,2022-10-07,8927149609.0,8459023661.0,678.71,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
11:56:57,2022-10-07,2865033012.0,1320927231.0,5267.51,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
11:01:03,2022-10-07,3135838003.0,5363117119.0,7585.32,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
16:47:04,2022-03-07,ACC205888,ACC811567,9348.639870342598,UK pounds,UK pounds,UK,UK,Cash Deposit,1.0,Normal_Small_Fan_Out
16:00:01,2022-10-07,7096762618.0,5628674969.0,5230.43,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
15:07:23,2022-10-07,2349383843.0,4243740716.0,15852.6,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Small_Fan_Out
15:13:21,2022-10-07,2941193087.0,1534976463.0,611.52,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
10:36:16,2022-09-20,ACC780393,ACC377815,-5249.532352589206,UK pounds,Naira,UK,India,Cross-border,1.0,Normal_Small_Fan_Out
16:40:26,2022-02-10,ACC985951,ACC365416,-6186.727201739576,Yen,UK pounds,UK,Mexico,Cross-border,1.0,Normal_Small_Fan_Out
10:57:11,2022-10-07,1092702536.0,3220735304.0,19316.4,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
13:34:53,2022-10-07,304952273.0,4422501495.0,6362.69,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Small_Fan_Out
12:16:55,2022-10-07,6693329814.0,2784755986.0,3166.4,UK pounds,UK pounds,UK,UK,Cash Deposit,0.0,Normal_Cash_Deposits
16:13:16,2022-01-14,ACC208287,ACC136658,-2756.167790934215,UK pounds,UK pounds,UK,UK,Debit card,1.0,Normal_Small_Fan_Out
10:48:18,2022-10-07,6086421020.0,6624920676.0,6187.93,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_Out
15:08:55,2022-10-07,1860276721.0,3220735304.0,8231.13,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
10:40:02,2022-01-23,ACC177000,ACC594046,10426.810683191195,UK pounds,Indian rupee,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
12:30:21,2022-10-07,6190217120.0,4154833225.0,14944.0,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
17:20:15,2023-09-13,ACC994715,ACC242469,13117.226469539342,UK pounds,Naira,UK,Nigeria,Cash Withdrawal,1.0,Normal_Small_Fan_Out
11:30:42,2022-10-07,7215321471.0,271164597.0,1130.67,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Small_Fan_Out
05:10:25,2023-07-26,ACC664445,ACC914081,-6634.317198347867,UK pounds,US dollar,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
15:38:09,2022-10-07,9765108465.0,6146065683.0,1038.34,UK pounds,UK pounds,UK,UK,Cash Deposit,0.0,Normal_Cash_Deposits
10:48:38,2022-10-07,8250843541.0,199988062.0,513.08,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Small_Fan_Out
01:04:27,2023-02-20,ACC892468,ACC926768,4007.330813303664,UK pounds,UK pounds,UK,USA,Cash Withdrawal,1.0,Normal_Small_Fan_Out
13:23:00,2022-10-07,6712711200.0,8518184956.0,14915.17,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
16:22:13,2022-10-07,5154465914.0,4168360025.0,7980.65,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
14:20:18,2022-10-07,1640969510.0,9218586464.0,1658.94,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Small_Fan_Out
02:27:59,2022-02-06,ACC904710,ACC838761,-6050.78730705352,UK pounds,UK pounds,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
15:38:39,2022-10-07,6246474651.0,9897682785.0,956.86,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
17:58:55,2023-10-06,ACC793269,ACC295659,660.2436802310158,UK pounds,UK pounds,UK,UK,Debit card,1.0,Normal_Small_Fan_Out
12:43:30,2022-11-02,ACC727720,ACC827779,1743.4257388529695,UK pounds,UK pounds,UK,Nigeria,Cross-border,1.0,Normal_Small_Fan_Out
10:44:55,2022-10-07,3658714253.0,5297691.0,1694.43,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Small_Fan_Out
14:26:43,2022-10-07,4002097973.0,4650654228.0,4410.6,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
12:26:59,2022-10-07,4857100592.0,9023878405.0,3019.71,UK pounds,UK pounds,UK,UK,Cash Deposit,0.0,Normal_Cash_Deposits
13:04:34,2022-10-07,4157434602.0,4158555857.0,285.25,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Small_Fan_Out
16:02:48,2022-10-07,5982914936.0,6615626527.0,22151.34,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_Out
16:13:48,2022-10-07,6045485045.0,9080030838.0,300.11,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0.0,Normal_Cash_Withdrawal
23:40:29,2023-06-22,ACC996693,ACC221256,-4483.139677315693,UK pounds,UK pounds,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
14:10:08,2022-10-07,7326442087.0,1493436023.0,7623.28,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
12:59:52,2022-10-07,1996285523.0,8518184956.0,15740.03,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
18:19:56,2022-06-26,ACC597642,ACC504251,-2936.31395449675,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1.0,Normal_Small_Fan_Out
14:33:56,2022-10-07,8774176217.0,4035435311.0,907.58,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
06:10:37,2023-07-26,ACC987196,ACC606514,-464.59656357749554,UK pounds,Indian rupee,UK,USA,Cash Deposit,1.0,Normal_Small_Fan_Out
13:29:23,2022-10-07,868568688.0,5708936901.0,12843.26,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
05:24:17,2022-12-20,ACC907012,ACC151463,-3678.412082389336,UK pounds,Mexican Peso,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
16:24:59,2022-10-07,6158028265.0,5469723863.0,3244.7,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Group
19:40:12,2023-07-30,ACC215228,ACC861712,1420.7162307940944,UK pounds,UK pounds,UK,Mexico,Debit card,1.0,Normal_Small_Fan_Out
16:21:19,2022-10-07,8868840963.0,9955265452.0,7983.07,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
14:50:57,2022-10-07,1977915508.0,1493436023.0,16401.87,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
14:11:28,2022-10-07,7095120400.0,423780375.0,1894.5,UK pounds,UK pounds,UK,UK,Cash Deposit,0.0,Normal_Cash_Deposits
14:48:34,2023-07-26,ACC430839,ACC482514,-5881.148776933193,UK pounds,US dollar,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
21:03:33,2023-11-20,ACC105284,ACC166220,7864.16239339134,UK pounds,UK pounds,UK,India,Cross-border,1.0,Normal_Small_Fan_Out
10:54:23,2022-10-07,1015091738.0,7136306872.0,4534.2,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Small_Fan_Out
13:43:43,2022-08-07,ACC949503,ACC692952,5130.174092873564,UK pounds,Naira,Japan,Nigeria,Debit card,1.0,Normal_Small_Fan_Out
14:02:50,2022-10-07,1526403963.0,1086374823.0,31667.49,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Small_Fan_Out
10:44:11,2022-10-07,9825818308.0,1965521445.0,7707.06,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
03:51:32,2022-08-26,ACC848695,ACC233145,15422.601595156077,UK pounds,Naira,UK,India,Cheque,1.0,Normal_Small_Fan_Out
13:59:51,2022-10-07,602348327.0,6034997194.0,7382.3,Euro,UK pounds,Spain,UK,Cross-border,0.0,Normal_Fan_In
11:44:39,2022-10-07,2865033012.0,1320927231.0,5197.91,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
16:50:59,2022-10-07,4784991805.0,9716811405.0,406.63,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Group
06:19:13,2023-04-06,ACC682499,ACC857578,2170.0653573941063,UK pounds,Mexican Peso,UK,UK,Cash Deposit,1.0,Normal_Small_Fan_Out
15:30:12,2022-10-07,5432356538.0,80375733.0,235.83,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Small_Fan_Out
10:44:39,2022-10-07,3510078932.0,3923530563.0,11526.89,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_Out
11:34:00,2022-10-07,4526673525.0,6157568163.0,6796.17,Dirham,UK pounds,UAE,UK,Cross-border,0.0,Normal_Small_Fan_Out
13:17:08,2022-10-07,1052526649.0,848527234.0,1247.87,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Group
16:10:44,2022-10-07,1491989064.0,123413463.0,10204.43,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_Out
14:03:42,2022-10-07,843888715.0,9562186135.0,1765.45,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Small_Fan_Out
16:37:58,2022-10-07,5065989447.0,4396443208.0,191.86,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0.0,Normal_Cash_Withdrawal
16:04:30,2022-10-07,3795778077.0,9148978335.0,2269.77,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Small_Fan_Out
15:12:03,2022-10-07,7501327339.0,2814280916.0,9389.94,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_Out
15:28:20,2022-10-07,9319163473.0,8507352686.0,25504.15,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
16:23:33,2022-10-07,3168051873.0,6138274964.0,5263.08,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_Out
13:23:22,2022-10-07,2822263820.0,8964346334.0,411.99,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
13:48:09,2022-11-03,ACC209281,ACC804977,861.0253586735889,UK pounds,Naira,UK,USA,Cheque,1.0,Normal_Small_Fan_Out
10:39:16,2022-05-15,ACC460082,ACC411919,-4336.204394319421,Yen,Indian rupee,UK,UK,Debit card,1.0,Normal_Small_Fan_Out
11:13:59,2022-10-07,1378784400.0,5224271258.0,17067.84,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_Out
16:27:07,2022-10-07,9605444077.0,5600533886.0,462.88,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Small_Fan_Out
11:10:07,2022-10-07,5644780858.0,5275284342.0,1591.64,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Group
12:47:42,2022-10-07,5691675777.0,6615179883.0,16095.05,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Periodical
15:56:25,2022-10-07,4121324384.0,8777101435.0,18522.09,Euro,UK pounds,Spain,UK,Cross-border,0.0,Normal_Fan_Out
12:36:10,2022-10-07,9968770590.0,1657787062.0,99.44,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
12:41:58,2022-10-07,4271271664.0,6309560791.0,2562.18,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
12:13:46,2022-10-07,4121324384.0,114960068.0,8547.67,Euro,Dirham,Spain,UAE,Cross-border,0.0,Normal_Fan_Out
13:42:13,2022-10-07,1275253161.0,5103043844.0,16398.13,UK pounds,Naira,UK,Nigeria,Cross-border,0.0,Normal_Fan_In
08:58:54,2023-10-05,ACC872988,ACC147813,3333.277973461397,UK pounds,US dollar,UK,Mexico,Cross-border,1.0,Normal_Small_Fan_Out
03:35:37,2023-08-12,ACC162969,ACC204063,4900.156627165132,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1.0,Normal_Small_Fan_Out
14:09:25,2022-10-07,6216316627.0,5466123934.0,7953.09,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
11:07:38,2022-10-07,4325952441.0,8998967958.0,960.61,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Small_Fan_Out
12:31:56,2022-10-07,6830607186.0,5445865285.0,2026.67,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Small_Fan_Out
13:20:50,2022-10-07,3894217933.0,1185251380.0,3320.82,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
16:27:22,2022-10-07,6541552727.0,1547154408.0,5426.57,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_Out
15:42:28,2022-10-07,3168051873.0,5311176192.0,8286.95,UK pounds,US dollar,UK,USA,Cross-border,0.0,Normal_Fan_Out
09:20:45,2023-07-02,ACC630045,ACC287066,-348.9424809509328,UK pounds,UK pounds,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
15:04:06,2022-10-07,2160490910.0,2489394223.0,3317.71,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Group
13:44:06,2022-10-07,8053683950.0,6522784509.0,5850.88,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Periodical
15:33:24,2022-10-07,9566288188.0,6148982046.0,1034.35,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
07:11:51,2023-11-07,ACC123401,ACC496361,-2991.6419053546224,UK pounds,UK pounds,UK,UK,Debit card,1.0,Normal_Small_Fan_Out
16:08:16,2022-10-07,6019989915.0,2498428676.0,127095.08,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Plus_Mutual
12:53:55,2022-10-07,5452687367.0,6444220418.0,8283.28,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
10:44:16,2023-09-19,ACC423165,ACC533751,5166.247212636806,UK pounds,UK pounds,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
11:07:08,2022-10-07,5021785800.0,5064372260.0,10017.97,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_Out
18:04:31,2022-03-06,ACC290077,ACC696105,2914.064205037957,UK pounds,UK pounds,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
10:53:37,2022-10-07,7669236826.0,4059905714.0,5369.5,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_Out
19:19:28,2023-08-17,ACC517958,ACC567085,12312.598167568258,Yen,UK pounds,UK,Nigeria,Debit card,1.0,Normal_Small_Fan_Out
11:52:10,2022-10-07,3863159903.0,2177044140.0,260.93,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Group
14:18:41,2022-10-07,2415599111.0,361935874.0,1253.08,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Group
09:07:15,2022-01-13,ACC366108,ACC989918,45.37205470387562,UK pounds,Indian rupee,UK,India,Debit card,1.0,Normal_Small_Fan_Out
10:59:13,2022-10-07,2889112657.0,1560518407.0,562.86,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Small_Fan_Out
12:58:55,2022-10-07,4412198503.0,9671691553.0,161.09,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
13:21:49,2022-10-07,841171611.0,8172080174.0,9327.08,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
15:42:28,2022-10-07,3864532346.0,888458857.0,176.98,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Group
